Date,Province_State,Population,Elapsed_Days,Percentage_Home
2020-05-15,District of Columbia,705749.0,0,44.777073832035185
2020-05-15,Florida,21477737.0,61,34.230973838160416
2020-05-15,Georgia,10617423.0,62,27.907926913555986
2020-05-15,Hawaii,1415872.0,59,32.97771881046721
2020-05-15,Idaho,1787065.0,58,29.864310867562875
2020-05-15,Illinois,12671821.0,62,36.15069380093932
2020-05-15,Indiana,6732219.0,58,31.46501120378015
2020-05-15,Iowa,3155070.0,64,27.337593217069912
2020-05-15,Kansas,2913314.0,59,31.288271296588807
2020-05-15,Kentucky,4467673.0,59,28.888402818434333
2020-05-15,Louisiana,4648794.0,63,28.07734771075876
2020-05-15,Maine,1344212.0,61,33.04422469364249
2020-05-15,Maryland,6045680.0,61,38.47724948163244
2020-05-15,Massachusetts,6892503.0,66,40.92319361043026
2020-05-15,Michigan,9986857.0,60,35.47906259439605
2020-05-15,Minnesota,5639632.0,61,32.01124108683446
2020-05-15,Mississippi,2976149.0,59,23.11728516289152
2020-05-15,Missouri,6137428.0,57,29.728201444962128
2020-05-15,Montana,1068778.0,61,29.047799916405097
2020-05-15,Nebraska,1934408.0,64,28.57720393750859
2020-05-15,Nevada,3080156.0,63,35.7488813579099
2020-05-15,New Hampshire,1359711.0,62,35.94107682054829
2020-05-15,New Jersey,8882190.0,62,39.9781955952239
2020-05-15,New Mexico,2096829.0,61,32.07669156117091
2020-05-15,New York,19453561.0,68,42.08505830769319
2020-05-15,North Carolina,10488084.0,59,28.164547908128625
2020-05-15,North Dakota,762062.0,58,26.249096526810824
2020-05-15,Ohio,11689100.0,59,32.83961432379931
2020-05-15,Oklahoma,3956971.0,57,27.86992054041541
2020-05-15,Oregon,4217737.0,64,34.66703987554193
2020-05-15,Pennsylvania,12801989.0,61,35.86971093759619
2020-05-15,Puerto Rico,3193694.0,55,49.62475782123164
2020-05-15,Rhode Island,1059361.0,63,35.971643638459184
2020-05-15,South Carolina,5148714.0,61,25.445064153750177
2020-05-15,South Dakota,884659.0,65,27.367625727776108
2020-05-15,Tennessee,6829174.0,61,26.35203441836682
2020-05-15,Texas,28995881.0,58,31.58501591406932
2020-05-15,Utah,3205958.0,61,29.672128149365946
2020-05-15,Vermont,623989.0,62,35.676380489149146
2020-05-15,Virginia,8535519.0,61,33.433039069573425
2020-05-15,Washington,7614893.0,72,36.28703082065935
2020-05-15,West Virginia,1792147.0,54,27.732535878524065
2020-05-15,Wisconsin,5822434.0,61,30.67734584776863
2020-05-15,Wyoming,578759.0,61,29.009732977834016
2020-05-16,Alabama,4903185.0,61,22.636343937570857
2020-05-16,Alaska,731545.0,59,27.121024926828355
2020-05-16,Arizona,7278717.0,58,32.13099462677341
2020-05-16,Arkansas,3017804.0,62,28.562540253735627
2020-05-16,California,39512223.0,65,38.534461718407385
2020-05-16,Colorado,5758736.0,66,33.29334765004141
2020-05-16,Connecticut,3565287.0,63,34.559322095840656
2020-05-16,Delaware,973764.0,63,34.960126086483285
2020-05-16,District of Columbia,705749.0,0,40.38833658262567
2020-05-16,Florida,21477737.0,62,32.778176174479235
2020-05-16,Georgia,10617423.0,63,27.575887734443196
2020-05-16,Hawaii,1415872.0,60,32.7970606577369
2020-05-16,Idaho,1787065.0,59,28.951730315636734
2020-05-16,Illinois,12671821.0,63,35.351577171494725
2020-05-16,Indiana,6732219.0,59,30.389170185157422
2020-05-16,Iowa,3155070.0,65,29.85076697291841
2020-05-16,Kansas,2913314.0,60,30.284779642904603
2020-05-16,Kentucky,4467673.0,60,29.438607099707514
2020-05-16,Louisiana,4648794.0,64,28.728590711376462
2020-05-16,Maine,1344212.0,62,31.16752154719656
2020-05-16,Maryland,6045680.0,62,37.948322441130685
2020-05-16,Massachusetts,6892503.0,67,38.02999052452026
2020-05-16,Michigan,9986857.0,61,33.81682206018117
2020-05-16,Minnesota,5639632.0,62,35.225101634523504
2020-05-16,Mississippi,2976149.0,60,24.15984430904729
