Date,Province_State,Weekly_Avg_Pct_Home,Elapsed_Days,Incident_Rate_Last_week,Incident_Rate_Pct_Change_Last_week
2020-05-17,Minnesota,33.71265085770117,70,277.8195456724836,0.39011622748647
2020-05-17,Louisiana,26.990484867847005,72,740.6652133865256,0.0896202531645569
2020-05-17,Mississippi,23.33157121932407,68,379.550889421195,0.18892748131775616
2020-05-17,Kentucky,29.426232159019058,68,172.08063347518942,0.19378881987577623
2020-05-17,Kansas,29.189634214417456,68,272.9880816142716,0.1441519205869659
2020-05-17,Missouri,28.87796237951188,66,180.9878665786385,0.10329757647993643
2020-05-17,Texas,30.921200000475505,67,166.90646509412838,0.23276784349686674
2020-05-17,Virginia,36.70435672518791,70,356.018187060447,0.2619077280843818
2020-05-17,New York,42.20476178713209,77,1799.7784570136027,0.04390643867678401
2020-05-17,Iowa,29.354012841721993,73,464.36370666894874,0.2251024333138223
2020-05-17,Indiana,30.76682981173814,67,412.6128398378009,0.1513719638564206
2020-05-17,Nebraska,30.11316466580856,73,526.1041104048371,0.24550238648880196
2020-05-17,Illinois,36.386016800321535,71,743.3106891266851,0.21160005659819148
2020-05-17,Nevada,36.864480470345974,72,225.6054563470162,0.13545751633986924
2020-05-17,Idaho,31.083639770340206,67,135.3616124763229,0.08475336322869964
2020-05-17,New Hampshire,33.3582361217931,71,264.4679641482639,0.1709540866167374
2020-05-17,Hawaii,34.15007336203595,68,45.20182615377661,0.012658227848101111
2020-05-17,Tennessee,28.286657966700428,70,254.1888667648533,0.15842509175842512
2020-05-17,Georgia,29.722903311068137,71,353.937108844585,0.11908874329958308
2020-05-17,Massachusetts,40.074019211942684,75,1247.8775852545875,0.1056264702479659
2020-05-17,New Jersey,41.90685762716992,71,1649.413038901442,0.055854245643368605
2020-05-17,Florida,33.73151696703153,70,212.25699895664053,0.12296778007685472
2020-05-17,New Mexico,33.17726850646137,70,283.1895209385219,0.22105696072383307
2020-05-17,Montana,30.47984616464753,70,43.788326481271135,0.02183406113537112
2020-05-17,Wyoming,30.926863978676582,70,130.27875160472666,0.13897280966767367
