Date,Incident_Rate
2020-05-10,201.68523113037747
2020-05-10,51.80815944336985
2020-05-10,152.760438412429
2020-05-10,132.94435291357556
2020-05-10,171.08629904219765
2020-05-10,342.141053175558
2020-05-10,941.1304054904977
2020-05-10,644.6120415213543
2020-05-10,888.7012238061974
2020-05-10,189.0143267887115
2020-05-10,316.2726021182353
2020-05-10,44.636803326854405
2020-05-10,124.78561216295992
2020-05-10,613.4950927731697
2020-05-10,358.36623853145596
2020-05-10,379.0407185894449
2020-05-10,238.59426069417853
2020-05-10,144.14662845736473
2020-05-10,679.746187936054
2020-05-10,106.82838718892556
2020-05-10,539.0129811700256
2020-05-10,1128.661097427161
2020-05-10,472.4409291131334
2020-05-10,199.85346561619622
2020-05-10,319.2380489014495
2020-05-10,164.04265760836626
2020-05-10,42.852678479534575
2020-05-10,422.4031331549497
2020-05-10,198.6912351192602
2020-05-10,225.85681810325872
2020-05-10,1562.1597826662119
2020-05-10,231.92163023308052
2020-05-10,1724.0802339479133
2020-05-10,142.42830244303917
2020-05-10,195.65337203534622
2020-05-10,206.01243893884046
2020-05-10,115.97254566687498
2020-05-10,76.5339327701087
2020-05-10,468.20068350316507
2020-05-10,68.82312456985547
2020-05-10,1064.2264534941346
2020-05-10,148.63905821919803
2020-05-10,397.55431188740516
2020-05-10,219.42624393521092
2020-05-10,135.39164407523953
2020-05-10,194.9807202714446
2020-05-10,148.56031115933135
2020-05-10,282.1269567790781
2020-05-10,221.81532951283754
2020-05-10,75.88663206757035
2020-05-10,175.5107915349491
2020-05-10,114.38267050706771
2020-05-11,207.2938304387862
2020-05-11,51.80815944336985
2020-05-11,156.38745124999363
2020-05-11,133.97158993758376
2020-05-11,175.4621601523154
2020-05-11,345.1972794029801
2020-05-11,947.0485826246246
2020-05-11,674.1879962701436
2020-05-11,905.2793556916127
2020-05-11,190.81153661579896
2020-05-11,320.2472012276425
2020-05-11,44.77805903358496
2020-05-11,126.46434237143025
2020-05-11,623.4857642007412
2020-05-11,365.8080641761654
2020-05-11,392.16245598354396
2020-05-11,245.73389617459705
2020-05-11,149.45140344873047
2020-05-11,684.3710433286568
2020-05-11,108.76260589847435
2020-05-11,552.0140000793955
2020-05-11,1138.3672955963893
2020-05-11,476.1457984228672
2020-05-11,209.21577861817937
2020-05-11,325.0509299097592
2020-05-11,165.49277645293762
2020-05-11,42.94624327970823
2020-05-11,434.6032481255247
2020-05-11,199.73014353818442
2020-05-11,232.40232667088816
2020-05-11,1578.5071024150575
2020-05-11,241.74598882407673
2020-05-11,1732.613376029201
2020-05-11,145.63193811186105
2020-05-11,199.1963908448394
2020-05-11,211.96670402340644
2020-05-11,116.57907020294058
2020-05-11,77.90907778270669
2020-05-11,472.26255232682985
2020-05-11,70.63920338016104
2020-05-11,1080.8402423725245
2020-05-11,151.3387614849067
2020-05-11,408.51898867247155
2020-05-11,227.6117140960239
2020-05-11,139.8646931955611
2020-05-11,198.4430238948857
2020-05-11,148.40005192399224
2020-05-11,293.7138327499476
2020-05-11,224.84885867733138
2020-05-11,76.22142603257434
2020-05-11,178.9286061465016
2020-05-11,115.59215493841131
2020-05-12,213.41230241159573
2020-05-12,52.35494740583286
2020-05-12,161.23720705173727
2020-05-12,137.98112799903507
2020-05-12,179.6355522694838
2020-05-12,350.0247276485673
2020-05-12,962.9799788909
2020-05-12,692.262190838848
2020-05-12,918.8819254437484
2020-05-12,195.19281756732565
2020-05-12,328.93104098800626
2020-05-12,44.84868688695023
2020-05-12,128.31094560074757
2020-05-12,655.1623480161218
2020-05-12,373.23503587747217
2020-05-12,409.24607061016076
2020-05-12,248.51423499149078
2020-05-12,153.39081441278267
2020-05-12,689.4261178275484
2020-05-12,109.87850130782942
2020-05-12,563.3940268092257
2020-05-12,1150.9897057716187
2020-05-12,480.84197060196215
2020-05-12,221.53927774010785
2020-05-12,332.9134394816926
2020-05-12,167.31764511127463
2020-05-12,43.13337288005554
2020-05-12,441.065173427736
2020-05-12,204.957151520897
2020-05-12,238.21238483766035
2020-05-12,1586.5118850193476
2020-05-12,248.5658105644285
2020-05-12,1739.964215291997
2020-05-12,148.9499893402837
2020-05-12,206.15120554495564
2020-05-12,216.01320888691174
2020-05-12,119.58642102759913
2020-05-12,79.6161543500697
2020-05-12,478.90995688248137
2020-05-12,71.98560663607722
2020-05-12,1096.321272918297
2020-05-12,153.96077544800508
2020-05-12,414.0578460175051
2020-05-12,235.91432873141028
2020-05-12,142.88926071947944
2020-05-12,200.6264586123711
2020-05-12,148.56031115933135
2020-05-12,302.2663296748563
2020-05-12,227.58034814146436
2020-05-12,76.8910139625823
2020-05-12,182.24337107127363
2020-05-12,116.62885587956299
2020-05-13,218.2255003635392
2020-05-13,52.35494740583286
2020-05-13,167.83177584730936
2020-05-13,140.36696882898954
2020-05-13,184.24172185908142
2020-05-13,355.5467727640232
2020-05-13,977.6211564454699
2020-05-13,713.930685463829
2020-05-13,932.9095755006383
2020-05-13,197.423033907157
2020-05-13,333.6685370828684
2020-05-13,45.06057044704606
2020-05-13,128.31094560074757
2020-05-13,668.3648703686707
2020-05-13,378.3745002947765
2020-05-13,421.1950923434345
2020-05-13,258.0566324124348
2020-05-13,153.39081441278267
2020-05-13,702.5908224799808
2020-05-13,112.70543634486226
2020-05-13,575.8161199401887
2020-05-13,1167.892128592472
2020-05-13,484.54683991169594
2020-05-13,229.03976713374206
2020-05-13,339.0287247043075
2020-05-13,169.5172635833773
2020-05-13,43.22693768022919
2020-05-13,460.70942634645843
2020-05-13,210.2490912797923
2020-05-13,242.62508724280377
2020-05-13,1593.751090665703
2020-05-13,255.81485185487227
2020-05-13,1751.149828044336
2020-05-13,155.9102692159979
2020-05-13,216.12414737908463
2020-05-13,220.04260379327752
2020-05-13,122.7706748419435
2020-05-13,80.9912993626677
2020-05-13,485.0886842661714
2020-05-13,72.92495774485594
2020-05-13,1117.1829055440026
2020-05-13,155.96127499022086
2020-05-13,421.85746146255224
2020-05-13,239.70688109572254
2020-05-13,148.36590066016618
2020-05-13,206.49054042504613
2020-05-13,148.88082963000952
2020-05-13,313.34942842960106
2020-05-13,229.97040142258072
2020-05-13,78.00699384592893
2020-05-13,187.24128088012677
2020-05-13,118.8750412520583
2020-05-14,226.40385790052792
2020-05-14,52.35494740583286
2020-05-14,174.12409357308437
2020-05-14,144.6747369941852
2020-05-14,189.48819963888135
2020-05-14,361.85023935808135
2020-05-14,994.7025302591347
2020-05-14,741.7608373281411
2020-05-14,954.4469776081866
2020-05-14,201.18506898561986
2020-05-14,338.8487017989205
2020-05-14,44.98994259368078
2020-05-14,131.55649067045687
2020-05-14,693.9570879355067
2020-05-14,386.9897874682924
2020-05-14,433.4293692374496
2020-05-14,264.47543931069566
2020-05-14,161.7172966777112
2020-05-14,720.3803825250161
2020-05-14,116.42508770937918
2020-05-14,593.862063489963
