Date,Province_State,Weekly_Avg_Pct_Home,Elapsed_Days,Incident_Rate_Last_week,Incident_Rate_Pct_Change_Last_week
2020-02-02,Arizona,27.62479452374239,0,0.013738684990775159,0.0
2020-02-02,Illinois,25.986911149483173,0,0.01578305122839093,1.0
2020-02-02,California,25.540294890139453,0,0.0075925872356004875,0.5
2020-02-02,Washington,27.40125990918447,0,0.013132160885254724,0.0
2020-02-09,California,23.9756022905439,0,0.015185174471200975,1.0
2020-02-09,Massachusetts,24.013613951582194,0,0.014508517442792551,0.0
2020-02-09,Washington,25.64056487929606,0,0.013132160885254724,0.0
2020-02-09,Illinois,24.82392136791638,0,0.01578305122839093,0.0
2020-02-09,Arizona,26.06805985057428,0,0.013738684990775159,0.0
2020-02-16,Massachusetts,24.883052176210576,0,0.014508517442792551,0.0
2020-02-16,Wisconsin,24.578149603834074,0,0.017174947796746172,0.0
2020-02-16,Illinois,23.627114130779912,0,0.01578305122839093,0.0
2020-02-16,Washington,25.75085824094528,0,0.013132160885254724,0.0
2020-02-16,California,23.496261918327143,0,0.020246899294934635,0.3333333333333335
2020-02-16,Arizona,26.308064193380204,0,0.013738684990775159,0.0
2020-02-23,California,24.640421980275082,0,0.025308624118668292,0.25
2020-02-23,Wisconsin,25.267847544475636,0,0.017174947796746172,0.0
2020-02-23,Texas,22.889420796480746,0,0.0034487657057221334,0.0
2020-02-23,Washington,25.843942729447498,0,0.013132160885254724,0.0
2020-02-23,Massachusetts,25.671085706501223,0,0.014508517442792551,0.0
2020-02-23,Arizona,26.00620879339468,0,0.013738684990775159,0.0
2020-02-23,Illinois,25.20022096203896,0,0.01578305122839093,0.0
2020-03-01,Washington,26.080525645778966,4,0.14445376973780194,9.999999999999998
2020-03-01,Illinois,22.537610833750552,0,0.023674576842586396,0.5
2020-03-01,Wisconsin,23.111200947710497,0,0.017174947796746172,0.0
2020-03-01,Massachusetts,22.935845851291592,0,0.014508517442792551,0.0
2020-03-01,Texas,21.75884100989078,0,0.0034487657057221334,0.0
2020-03-01,Arizona,24.752823924958705,0,0.013738684990775159,0.0
2020-03-01,California,23.422399316568146,0,0.03037034894240195,0.19999999999999996
2020-03-08,Arizona,26.980467908449747,0,0.0686934249538758,4.0
2020-03-08,Massachusetts,26.12173101838106,5,0.3482044186270213,23.000000000000004
2020-03-08,Washington,28.47729354815326,11,1.812238202165152,11.545454545454549
2020-03-08,Illinois,24.710430819340598,1,0.05524067929936826,1.3333333333333335
2020-03-08,California,26.762544662520813,3,0.24802451636294925,7.166666666666666
2020-03-08,Oregon,27.04676171090674,3,0.14225638061358495,5.0
2020-03-08,Texas,23.545481065375668,0,0.0413851884686656,11.0
2020-03-08,Wisconsin,23.97253902144231,0,0.017174947796746172,0.0
2020-03-08,Rhode Island,24.85375162430704,2,0.28318958315437326,2.0
2020-03-15,Connecticut,37.641325930100194,8,0.6731575887158594,23.000000000000004
2020-03-15,North Carolina,30.356926705306,5,0.31464278890214836,15.5
2020-03-15,Nevada,37.5046731259403,9,0.7791813141931773,5.0
2020-03-15,Maryland,37.735866269782605,7,0.5293035688293128,5.3999999999999995
2020-03-15,Wisconsin,34.60657378092366,7,0.5495983294958775,31.0
2020-03-15,Illinois,37.97367219203111,8,0.7339118821201783,12.285714285714286
2020-03-15,Texas,33.02860230442554,4,0.2483111308119936,5.0
2020-03-15,Virginia,34.74546859388431,7,0.527208714549168,21.5
2020-03-15,New Hampshire,34.01365778944532,8,0.9560855211144134,1.166666666666667
2020-03-15,Kansas,31.398271913507095,5,0.27460136463148155,7.0
2020-03-15,Kentucky,31.339034734843015,5,0.447660336824114,19.0
2020-03-15,California,39.88809458529556,10,1.0781473874552692,3.3469387755102042
2020-03-15,Pennsylvania,37.02081458970695,7,0.5155448891574582,12.200000000000001
2020-03-15,Indiana,32.982631882720696,4,0.29707886805227224,9.0
2020-03-15,Oklahoma,29.444261084264124,3,0.17690298968579754,6.0
2020-03-15,Tennessee,30.427446775726967,7,0.5710793135450934,11.999999999999998
2020-03-15,Washington,36.90501067036426,18,8.443979449218787,3.6594202898550723
2020-03-15,Colorado,37.628030528133465,11,2.27480474881988,15.375000000000004
2020-03-15,Georgia,31.567335760123918,8,0.9324296488893774,18.799999999999997
2020-03-15,Minnesota,35.28633886453596,7,0.6206078694496379,34.0
2020-03-15,Oregon,34.02338339714309,10,0.8535382836815097,5.0
2020-03-15,Florida,32.3831163312611,7,0.53543816091984,9.454545454545455
2020-03-15,New York,39.276756809449516,14,3.7628072310257235,5.905660377358491
2020-03-15,Rhode Island,36.47712171340366,9,1.8879305543624882,5.666666666666666
2020-03-15,Nebraska,31.804826986858853,10,0.8788218411007399,16.0
2020-03-15,Delaware,36.090259695388745,8,0.7188600112552939,6.000000000000001
2020-03-15,Missouri,31.53785026663407,3,0.08146735081861653,4.000000000000001
2020-03-15,Vermont,30.872336193465852,8,1.2820738827126759,7.0
2020-03-15,Arizona,34.554264953846264,3,0.17860290488007707,1.6
2020-03-15,Hawaii,30.87234980995719,5,0.42376712019165574,5.0
2020-03-15,Utah,33.40704335003865,7,0.8733738869941527,26.999999999999996
2020-03-15,South Carolina,28.837706230571275,7,0.543825118272252,12.999999999999998
2020-03-15,Massachusetts,38.70095206866087,12,2.379396860617979,5.833333333333334
2020-03-15,New Jersey,41.673292778108014,8,1.1033314982003313,18.6
2020-03-22,Pennsylvania,41.842277407021115,14,3.975944675471913,6.712121212121213
2020-03-22,Kentucky,32.13224974507886,12,2.3054507346441873,4.15
